ID,Product,Status,StatusReason,Purchased,Deactivated,City,State,PostalCode,County,Country,Denomination,DenominationalGroup,TWA,OrganizationClass,StaffUsers,CongregantUsers,UsingOpenInvitationModel,UsingMissionInsite,UsingAccounting,UsingOnlineGiving,UsingBackGroundChecks,UsingPathways,UsingCheckin,UsingMobileCheckin,UsingMinistrySmart,UsingRefreshWebsites,TWA_grouped,CongregantUsers_grouped,LikesACS,State_cleaned,MissingValues,Timeline,state_county,Party,Covid
AMQJXA0005CH,Realm Connect,Active,,2017-03-28,,Doylestown,PA,18901-4734,Bucks,US,Methodist - UMC,Methodist,800,Church,17,175,False,False,False,True,False,True,True,True,False,False,< 1479,< 256,True,PA,0,> 1200 days,PA BUCKS,DEMOCRAT,False
AMQJXA0005CJ,Realm Connect,Active,,2020-05-27,,Milwaukee,WI,53210-2505,Milwaukee,US,Pentecostal,Pentecostal,,Church,6,0,False,False,False,False,False,False,False,False,True,False,N,< 256,True,WI,1,Covid Purchase,WI MILWAUKEE,DEMOCRAT,True
AMQJXA0005CN,Realm Connect,Active,,2017-12-04,,Corsicana,TX,75110-1212,Navarro,US,Baptist,Baptist,2100,Church,5,0,False,False,False,False,False,False,True,False,False,False,1479 - 7878,< 256,True,TX,0,> 1200 days,TX NAVARRO,REPUBLICAN,False
AMQJXA0005DA,Realm Connect,Active,,2019-01-09,,Sebastopol,CA,95472-2814,Sonoma,US,United Church of Christ,United Church of Christ,344,Church,27,118,False,True,True,True,False,False,False,False,False,False,< 1479,< 256,True,CA,0,> 1200 days,CA SONOMA,DEMOCRAT,False
AMQJXA0005DJ,Realm Connect,Active,,2020-02-25,,Danville,VA,24540-1741,Danville City,US,Methodist - UMC,Methodist,,Church,6,38,False,False,False,True,False,False,False,False,False,False,N,< 256,True,VA,1,820 <= days < 1200,VA DANVILLE CITY,DEMOCRAT,False
AMQJXA0005DM,Realm Connect,Active,,2022-01-22,,Upland,CA,91786-6512,San Bernardino,US,Baptist - SBC,Baptist,80,Church,,,False,False,False,False,False,False,False,False,False,False,< 1479,N,True,CA,2,< 1 Yr,CA SAN BERNARDINO,DEMOCRAT,False
AMQJXA0005DT,Realm Connect,Active,,2022-02-02,,Neptune Beach,FL,32266-3818,Duval,US,Methodist - UMC,Methodist,260,Church,,,False,True,False,False,False,False,False,False,False,False,< 1479,N,True,FL,2,< 1 Yr,FL DUVAL,DEMOCRAT,False
AMQJXA0005DU,Realm Connect,Active,,2021-01-29,,Herrin,IL,62948-4158,Williamson,US,Baptist - SBC,Baptist,850,Church,1,0,False,False,True,False,False,False,False,False,True,False,< 1479,< 256,True,IL,0,365 <= days < 650,IL WILLIAMSON,REPUBLICAN,False
AMQJXA0005DV,Realm Connect,Not Using,No Longer Needed,2017-11-08,2021-07-23,Westerville,OH,43081-9577,Franklin,US,Non - Denominational,Non - Denominational,1755,Church,11,38,False,False,True,True,False,False,False,False,False,False,1479 - 7878,< 256,False,OH,0,> 1200 days,OH FRANKLIN,DEMOCRAT,False
AMQJXA0005E4,Realm Connect,Active,,2018-09-13,,Niceville,FL,32578-2574,Okaloosa,US,Baptist - SBC,Baptist,3470,Church,33,282,False,False,True,True,False,True,True,False,False,False,1479 - 7878,256-1056,True,FL,0,> 1200 days,FL OKALOOSA,REPUBLICAN,False
AMQJXA0005EH,Realm Connect,Active,,2020-02-20,,Springfield,TN,37172-4402,Robertson,US,Baptist - Independent,Baptist,4400,Church,26,229,False,False,True,True,False,False,True,True,False,False,1479 - 7878,< 256,True,TN,0,820 <= days < 1200,TN ROBERTSON,REPUBLICAN,False
AMQJXA0005EK,Realm Connect,Active,,2019-04-04,,Sacramento,CA,95818-1227,Sacramento,US,African Methodist Episcopal,AME,400,Church,4,0,False,False,True,True,False,False,False,False,False,False,< 1479,< 256,True,CA,0,820 <= days < 1200,CA SACRAMENTO,DEMOCRAT,False
AMQJXA0005EU,Realm Connect,Active,,2020-02-21,,Dallas,TX,75231-5001,Dallas,US,Presbyterian,Presbyterian,465,Church,7,77,False,True,True,True,False,False,False,False,False,False,< 1479,< 256,True,TX,0,820 <= days < 1200,TX DALLAS,DEMOCRAT,False
AMQJXA0005F2,Realm Connect,Active,,2018-08-24,,Plymouth,WI,53073-1839,Sheboygan,US,Lutheran - ELCA,Lutheran,2940,Church,7,201,True,False,False,True,False,False,False,False,False,False,1479 - 7878,< 256,True,WI,0,> 1200 days,WI SHEBOYGAN,REPUBLICAN,False
AMQJXA0005F5,Realm Connect,Active,,2020-07-02,,Barrington,IL,60010-4258,Cook,US,Episcopal,Episcopal and Anglican,775,Church,7,3,False,False,False,False,False,False,False,False,False,False,< 1479,< 256,True,IL,0,Covid Purchase,IL COOK,DEMOCRAT,True
AMQJXA0005FA,Realm Connect,Active,,2021-07-22,,Boston,MA,02108-1098,Suffolk,US,Episcopal,Episcopal and Anglican,650,Church,,,False,False,False,False,False,False,False,False,False,False,< 1479,N,True,MA,2,< 1 Yr,MA SUFFOLK,DEMOCRAT,False
AMQJXA0005FG,Realm Connect,Active,,2018-03-08,,Waynesboro,VA,22980-2299,Waynesboro City,US,Presbyterian - PCUSA,Presbyterian,320,Church,16,85,False,False,True,True,False,False,False,False,False,False,< 1479,< 256,True,VA,0,> 1200 days,VA WAYNESBORO CITY,DEMOCRAT,False
AMQJXA0005FL,Realm Multiply,Active,,2020-01-07,,Fayetteville,NC,28303-6800,Cumberland,US,Methodist - UMC,Methodist,2200,Church,19,98,False,True,True,True,True,False,False,False,False,False,1479 - 7878,< 256,True,NC,0,820 <= days < 1200,NC CUMBERLAND,DEMOCRAT,False
AMQJXA0005FU,Realm Connect,Active,,2018-02-12,,Tyler,TX,75703-0520,Smith,US,Baptist - SBC,Baptist,1125,Church,4,1,False,False,False,False,False,False,False,False,False,False,< 1479,< 256,True,TX,0,> 1200 days,TX SMITH,REPUBLICAN,False
AMQJXA0005G2,Realm Connect,Active,,2018-12-03,,Temple Hills,MD,20748-1624,Prince Georges,US,Non - Denominational,Non - Denominational,27000,Church,38,2958,False,False,False,True,False,False,True,True,False,False,7879 - 112074,1057-4228,True,MD,0,> 1200 days,MD PRINCE GEORGES,DEMOCRAT,False
AMQJXA0005G6,Realm Inform,Active,,2017-01-26,,Marion,SC,29571-7787,Marion,US,Baptist - Missionary,Baptist,400,Church,1,0,False,False,False,False,False,False,False,False,False,False,< 1479,< 256,True,SC,0,> 1200 days,SC MARION,DEMOCRAT,False
AMQJXA0005GJ,Realm Connect,Active,,2020-05-27,,Shelbyville,IN,46176-2129,Shelby,US,Catholic,Catholic,900,Church,7,34,False,False,True,True,False,False,False,False,True,False,< 1479,< 256,True,IN,0,Covid Purchase,IN SHELBY,REPUBLICAN,True
AMQJXA0005GZ,Realm Connect,Active,,2020-01-16,,Douglasville,GA,30134-1621,Douglas,US,Baptist - SBC,Baptist,570,Church,5,3,False,True,True,False,False,False,True,False,False,False,< 1479,< 256,True,GA,0,820 <= days < 1200,GA DOUGLAS,DEMOCRAT,False
AMQJXA0005HB,Realm Connect,Active,,2019-01-24,,Carmel,IN,46280-1505,Hamilton,US,Presbyterian - PCUSA,Presbyterian,853,Church,7,143,False,False,True,True,True,False,False,False,False,False,< 1479,< 256,True,IN,0,> 1200 days,IN HAMILTON,REPUBLICAN,False
AMQJXA0005HC,Realm Connect,Active,,2019-03-18,,Nashville,TN,37215-4602,Davidson,US,Presbyterian - PCUSA,Presbyterian,415,Church,8,3,False,False,True,True,False,False,False,False,False,False,< 1479,< 256,True,TN,0,820 <= days < 1200,TN DAVIDSON,DEMOCRAT,False
AMQJXA0005HS,Realm Connect,Active,,2019-07-31,,Valley Grande,AL,36701-9145,Dallas,US,Baptist - SBC,Baptist,553,Church,4,23,False,False,True,True,False,False,False,False,False,False,< 1479,< 256,True,AL,0,820 <= days < 1200,AL DALLAS,DEMOCRAT,False
AMQJXA0005HU,Realm Connect,Active,,2018-01-23,,Charlotte,NC,28207-1925,Mecklenburg,US,Presbyterian - ECO,Presbyterian,500,Church,15,27,False,True,True,True,False,False,False,False,False,False,< 1479,< 256,True,NC,0,> 1200 days,NC MECKLENBURG,DEMOCRAT,False
AMQJXA0005IK,Realm Connect,Active,,2020-03-11,,Roanoke,VA,24014-2401,Roanoke City,US,Presbyterian - EPC,Presbyterian,360,Church,7,121,False,False,True,True,True,False,False,False,False,False,< 1479,< 256,True,VA,0,Covid Purchase,VA ROANOKE CITY,DEMOCRAT,True
AMQJXA0005IL,Realm Inform,Active,,2017-08-15,,Greenwood,SC,29649-8774,Greenwood,US,Baptist - SBC,Baptist,250,Church,3,1,False,False,True,True,False,False,False,False,False,False,< 1479,< 256,True,SC,0,> 1200 days,SC GREENWOOD,REPUBLICAN,False
AMQJXA0005IQ,Realm Office,Active,,2021-06-23,,Raleigh,NC,27601-1563,Wake,US,Episcopal,Episcopal and Anglican,117,Denominational Office,,,False,False,True,False,False,False,False,False,False,False,< 1479,N,True,NC,2,< 1 Yr,NC WAKE,DEMOCRAT,False
AMQJXA0005J3,Realm Connect,Active,,2021-02-18,,Wrightsville Beach,NC,28480-1939,New Hanover,US,Methodist - UMC,Methodist,2400,Church,13,172,False,True,True,False,False,False,False,False,True,False,1479 - 7878,< 256,True,NC,0,365 <= days < 650,NC NEW HANOVER,REPUBLICAN,False
AMQJXA0005J9,Realm Connect,Active,,2017-09-12,,Greenville,SC,29601-2046,Greenville,US,Orthodox - Greek,Catholic,525,Church,10,150,False,False,False,True,False,True,False,False,False,False,< 1479,< 256,True,SC,0,> 1200 days,SC GREENVILLE,REPUBLICAN,False
AMQJXA0005JQ,Realm Multiply,Active,,2018-05-22,,Matthews,NC,28104-6270,Union,US,Inter-Denominational,Non - Denominational,1000,Church,32,339,False,False,True,True,False,True,True,False,False,False,< 1479,256-1056,True,NC,0,> 1200 days,NC UNION,REPUBLICAN,False
AMQJXA0005JS,Realm Connect,Active,,2019-02-14,,Sylvester,GA,31791-7309,Worth,US,Baptist - SBC,Baptist,175,Church,7,10,False,True,True,True,False,False,False,False,False,False,< 1479,< 256,True,GA,0,> 1200 days,GA WORTH,REPUBLICAN,False
AMQJXA0005JU,Realm Connect,Active,,2020-03-23,,Morrow,GA,30260-1700,Clayton,US,Baptist - SBC,Baptist,591,Church,7,3,False,True,False,True,False,False,False,False,True,False,< 1479,< 256,True,GA,0,Covid Purchase,GA CLAYTON,DEMOCRAT,True
AMQJXA0005JV,Realm Multiply,Active,,2021-09-01,,Shakopee,MN,55379-5899,Scott,US,Lutheran - ELCA,Lutheran,3800,Church,,,False,False,False,False,False,False,True,False,False,False,1479 - 7878,N,True,MN,2,< 1 Yr,MN SCOTT,REPUBLICAN,False
AMQJXA0005K3,Realm Multiply,Active,,2019-10-04,,Reston,VA,20191-4206,Fairfax,US,Catholic,Catholic,,Church,18,1346,False,False,False,True,False,False,False,False,False,False,N,1057-4228,True,VA,1,820 <= days < 1200,VA FAIRFAX,DEMOCRAT,False
AMQJXA0005KO,Realm Connect,Active,,2019-06-12,,Memphis,TN,38103-2203,Shelby,US,Episcopal,Episcopal and Anglican,998,Church,15,222,False,False,True,True,False,False,False,False,False,False,< 1479,< 256,True,TN,0,820 <= days < 1200,TN SHELBY,DEMOCRAT,False
AMQJXA0005L4,Realm Connect,Active,,2019-10-28,,Knoxville,TN,37934-0922,Knox,US,Presbyterian - PCA,Presbyterian,400,Church,12,0,False,False,True,False,False,False,False,False,False,False,< 1479,< 256,True,TN,0,820 <= days < 1200,TN KNOX,REPUBLICAN,False
AMQJXA0005L9,Realm Inform,Not Using,Upgraded,2017-03-30,2017-08-01,Washington,DC,20037-1703,District of Columbia,US,Episcopal,Episcopal and Anglican,862,Church,13,69,False,False,False,True,False,False,False,False,False,False,< 1479,< 256,False,DC,0,> 1200 days,DC DISTRICT OF COLUMBIA,DEMOCRAT,False
AMQJXA0005L9,Realm Connect,Active,,2017-03-30,,Washington,DC,20037-1703,District of Columbia,US,Episcopal,Episcopal and Anglican,862,Church,13,69,False,False,False,True,False,False,False,False,False,False,< 1479,< 256,True,DC,0,> 1200 days,DC DISTRICT OF COLUMBIA,DEMOCRAT,False
AMQJXA0005LC,Realm Connect,Active,,2019-01-10,,Mitchellville,MD,20721-1208,Prince Georges,US,Methodist - UMC,Methodist,900,Church,13,28,False,False,True,True,True,False,False,False,False,False,< 1479,< 256,True,MD,0,> 1200 days,MD PRINCE GEORGES,DEMOCRAT,False
AMQJXA0005LP,Realm Inform,Active,,2019-07-30,,Bedford,IN,47421-4221,Lawrence,US,Catholic,Catholic,1600,Church,6,1,False,False,False,False,False,False,False,False,False,False,1479 - 7878,< 256,True,IN,0,820 <= days < 1200,IN LAWRENCE,REPUBLICAN,False
AMQJXA0005LS,Realm Office,Active,,2020-02-27,,Lawrenceville,GA,30046-5615,Gwinnett,US,Baptist - SBC,Baptist,140,Denominational Office,3,0,False,True,True,True,False,False,False,False,False,False,< 1479,< 256,True,GA,0,820 <= days < 1200,GA GWINNETT,DEMOCRAT,False
AMQJXA0005LU,Realm Inform,Active,,2018-05-03,,Wilmette,IL,60091-1764,Cook,US,Methodist - UMC,Methodist,700,Church,3,1,False,True,True,False,False,False,False,False,False,False,< 1479,< 256,True,IL,0,> 1200 days,IL COOK,DEMOCRAT,False
AMQJXA0005M0,Realm Inform,Active,,2021-02-26,,Lynchburg,VA,24501-4303,Lynchburg City,US,Christian Ch. Disc. of Christ,Other,450,Church,,,False,True,False,False,False,False,False,False,False,False,< 1479,N,True,VA,2,365 <= days < 650,VA LYNCHBURG CITY,DEMOCRAT,False
AMQJXA0005M4,Realm Inform,Active,,2019-08-12,,Jacksonville,FL,32202-3186,Duval,US,Episcopal,Episcopal and Anglican,1625,Church,23,328,False,False,True,True,False,True,False,False,False,False,1479 - 7878,256-1056,True,FL,0,820 <= days < 1200,FL DUVAL,DEMOCRAT,False
AMQJXA0005M7,Realm Connect,Active,,2018-10-22,,Mobile,AL,36695-3071,Mobile,US,Baptist - SBC,Baptist,1800,Church,22,817,True,False,True,True,False,False,True,False,False,False,1479 - 7878,256-1056,True,AL,0,> 1200 days,AL MOBILE,REPUBLICAN,False
AMQJXA0005MD,Realm Connect,Active,,2020-12-04,,Perry,GA,,Houston,US,Episcopal,Episcopal and Anglican,125,Church,1,2,False,False,True,False,False,False,False,False,False,False,< 1479,< 256,True,GA,1,365 <= days < 650,GA HOUSTON,REPUBLICAN,False
AMQJXA0005ME,Realm Connect,Active,,2022-02-17,,Kennesaw,GA,30144-1384,Cobb,US,Baptist - CBF,Baptist,350,Church,,,False,True,True,False,False,False,False,False,False,False,< 1479,N,True,GA,2,< 1 Yr,GA COBB,DEMOCRAT,False
AMQJXA0005MF,Realm Connect,Active,,2020-01-08,,Newberry,FL,32669-3571,Alachua,US,Baptist - SBC,Baptist,298,Church,17,73,True,False,True,True,False,False,True,True,False,False,< 1479,< 256,True,FL,0,820 <= days < 1200,FL ALACHUA,DEMOCRAT,False
AMQJXA0005MH,Realm Connect,Active,,2019-10-23,,Vienna,VA,22180-3510,Fairfax,US,Episcopal,Episcopal and Anglican,2300,Church,10,208,False,False,False,True,False,False,False,False,False,False,1479 - 7878,< 256,True,VA,0,820 <= days < 1200,VA FAIRFAX,DEMOCRAT,False
AMQJXA0005MI,Realm Connect,Active,,2019-02-01,,Collegedale,TN,37315,,US,Seventh-day Adventist,Seventh-Day Adventist,1500,Church,30,19,False,True,True,True,False,False,True,False,False,False,1479 - 7878,< 256,True,TN,1,> 1200 days,-1,N,False
AMQJXA0005MR,Realm Connect,Active,,2017-09-15,,Oxford,OH,45056-1249,Butler,US,Presbyterian - PCUSA,Presbyterian,450,Church,4,5,False,False,False,True,False,False,False,False,False,False,< 1479,< 256,True,OH,0,> 1200 days,OH BUTLER,REPUBLICAN,False
AMQJXA0005N0,Realm Office,Active,,2021-07-01,,San Antonio,TX,78209-3774,Bexar,US,Presbyterian - PCUSA,Presbyterian,167,Denominational Office,,,False,True,True,False,False,False,False,False,False,False,< 1479,N,True,TX,2,< 1 Yr,TX BEXAR,DEMOCRAT,False
AMQJXA0005N2,Realm Connect,Active,,2019-03-06,,Flossmoor,IL,60422-1228,Cook,US,Episcopal,Episcopal and Anglican,375,Church,5,27,True,False,True,True,False,False,False,False,False,False,< 1479,< 256,True,IL,0,820 <= days < 1200,IL COOK,DEMOCRAT,False
AMQJXA0005N5,Realm Connect,Active,,2017-11-20,,Gainesville,FL,32607-1008,Alachua,US,Presbyterian - PCA,Presbyterian,300,Church,6,7,False,False,True,False,False,True,False,False,False,False,< 1479,< 256,True,FL,0,> 1200 days,FL ALACHUA,DEMOCRAT,False
AMQJXA0005NE,Realm Connect,Active,,2021-11-15,,Lexington,SC,29072-9155,Lexington,US,Methodist - UMC,Methodist,125,Church,,,False,True,False,False,False,False,False,False,False,False,< 1479,N,True,SC,2,< 1 Yr,SC LEXINGTON,REPUBLICAN,False
AMQJXA0005NG,Realm Connect,Active,,2019-08-14,,La Grange,IL,60525-2999,Cook,US,Independent,Other,600,Church,9,82,True,False,True,True,False,False,False,False,False,False,< 1479,< 256,True,IL,0,820 <= days < 1200,IL COOK,DEMOCRAT,False
AMQJXA0005NI,Realm Connect,Active,,2019-12-27,,Irving,TX,75060-2940,Dallas,US,Methodist - UMC,Methodist,1100,Church,15,1,False,True,True,False,False,False,False,False,False,False,< 1479,< 256,True,TX,0,820 <= days < 1200,TX DALLAS,DEMOCRAT,False
AMQJXA0005NK,Realm Connect,Not Using,Product,2017-01-19,2020-02-21,Bogart,GA,30622-5805,Oconee,US,Church of God,Church of God,545,Church,,,False,False,False,False,False,False,False,False,False,False,< 1479,N,False,GA,2,> 1200 days,GA OCONEE,REPUBLICAN,False
AMQJXA0005NN,Realm Connect,Active,,2018-12-04,,Jackson,MS,39212-4372,Hinds,US,Church of Christ,Church of Christ,340,Church,12,88,False,False,True,True,False,False,True,True,False,False,< 1479,< 256,True,MS,0,> 1200 days,MS HINDS,DEMOCRAT,False
AMQJXA0005NW,Realm Connect,Active,,2021-06-08,,Philadelphia,PA,19118-2715,Philadelphia,US,Episcopal,Episcopal and Anglican,295,Church,,,False,False,False,False,False,False,False,False,False,False,< 1479,N,True,PA,2,< 1 Yr,PA PHILADELPHIA,DEMOCRAT,False
AMQJXA0005O6,Realm Connect,Active,,2017-07-20,,Jacksonville,FL,32216-5814,Duval,US,Presbyterian - PCA,Presbyterian,100,Church,16,31,False,False,True,True,False,False,False,False,False,False,< 1479,< 256,True,FL,0,> 1200 days,FL DUVAL,DEMOCRAT,False
AMQJXA0005O8,Realm Connect,Active,,2020-08-04,,New Albany,IN,47150-3299,Floyd,US,Catholic,Catholic,810,Church,9,3,False,False,True,True,False,False,False,False,False,False,< 1479,< 256,True,IN,0,Covid Purchase,IN FLOYD,REPUBLICAN,True
AMQJXA0005OC,Realm Connect,Active,,2018-03-05,,Little Rock,AR,72211-3199,Pulaski,US,Baptist - SBC,Baptist,450,Church,13,176,False,False,True,True,False,True,True,True,False,False,< 1479,< 256,True,AR,0,> 1200 days,AR PULASKI,DEMOCRAT,False
AMQJXA0005OI,Realm Connect,Active,,2021-05-28,,Saint Meinrad,IN,47577-9805,Spencer,US,Catholic,Catholic,150,Church - Cluster,,,False,False,True,False,False,False,False,False,False,False,< 1479,N,True,IN,2,365 <= days < 650,IN SPENCER,REPUBLICAN,False
AMQJXA0005OJ,Realm Connect,Active,,2021-06-01,,Saint Meinrad,IN,47577-9805,Spencer,US,Catholic,Catholic,60,Church - Cluster,,,False,False,True,False,False,False,False,False,False,False,< 1479,N,True,IN,2,365 <= days < 650,IN SPENCER,REPUBLICAN,False
AMQJXA0005OO,Realm Connect,Active,,2018-08-20,,Marietta,GA,30060-1629,Cobb,US,Episcopal,Episcopal and Anglican,1380,Church,8,114,False,False,True,False,False,False,False,False,False,False,< 1479,< 256,True,GA,0,> 1200 days,GA COBB,DEMOCRAT,False
AMQJXA0005OQ,Realm Connect,Active,,2021-10-19,,Rosenberg,TX,77471-5407,Fort Bend,US,Baptist - SBC,Baptist,715,Church,9,81,True,False,True,True,False,False,True,True,False,False,< 1479,< 256,True,TX,0,< 1 Yr,TX FORT BEND,DEMOCRAT,False
AMQJXA0005OW,Realm Connect,Active,,2020-07-01,,Douglasville,GA,30135-3455,Douglas,US,Baptist - SBC,Baptist,2000,Church,20,219,False,True,True,True,False,False,True,False,False,False,1479 - 7878,< 256,True,GA,0,Covid Purchase,GA DOUGLAS,DEMOCRAT,True
AMQJXA0005OY,Realm Connect,Active,,2018-06-11,,Dallas,TX,75218-2191,Dallas,US,Baptist - SBC,Baptist,900,Church,16,99,False,False,True,False,False,True,True,False,False,False,< 1479,< 256,True,TX,0,> 1200 days,TX DALLAS,DEMOCRAT,False
AMQJXA0005P3,Realm Connect,Not Using,No Longer Needed,2017-07-20,2021-12-22,Parkersburg,WV,26101-7725,Wood,US,Baptist - SBC,Baptist,300,Church,5,7,False,False,True,True,False,False,False,False,False,False,< 1479,< 256,False,WV,0,> 1200 days,WV WOOD,REPUBLICAN,False
AMQJXA0005PC,Realm Connect,Active,,2020-04-06,,Walterboro,SC,29488-0001,Colleton,US,Baptist - SBC,Baptist,490,Church,2,0,False,False,True,False,False,False,False,False,False,False,< 1479,< 256,True,SC,0,Covid Purchase,SC COLLETON,REPUBLICAN,True
AMQJXA0005PF,Realm Connect,Active,,2019-12-16,,Brooklyn,NY,11236-4320,Kings,US,Inter-Denominational,Non - Denominational,1500,Church,22,49,False,False,True,True,False,False,False,False,False,False,1479 - 7878,< 256,True,NY,0,820 <= days < 1200,NY KINGS,DEMOCRAT,False
AMQJXA0005PO,Realm Connect,Active,,2019-02-19,,Oak Ridge,TN,37830-6308,Anderson,US,Episcopal,Episcopal and Anglican,475,Church,16,0,False,False,True,True,False,False,False,False,False,False,< 1479,< 256,True,TN,0,> 1200 days,TN ANDERSON,REPUBLICAN,False
AMQJXA0005PR,Realm Multiply,Active,,2019-10-10,,The Woodlands,TX,77381-2700,Montgomery,US,Lutheran - ELCA,Lutheran,1400,Church,17,306,False,False,True,True,True,True,True,True,False,False,< 1479,256-1056,True,TX,0,820 <= days < 1200,TX MONTGOMERY,REPUBLICAN,False
AMQJXA0005PS,Realm Connect,Not Using,Not satisfied with software,2017-02-15,2019-01-31,Ozark,AL,36360-0834,Dale,US,Baptist - SBC,Baptist,1100,Church,,,False,False,False,False,False,False,False,False,False,False,< 1479,N,False,AL,2,> 1200 days,AL DALE,REPUBLICAN,False
AMQJXA0005PU,Realm Multiply,Active,,2020-01-22,,Martin,TN,38237-2425,Weakley,US,Baptist - SBC,Baptist,1399,Church,16,134,True,False,True,True,False,False,True,False,False,False,< 1479,< 256,True,TN,0,820 <= days < 1200,TN WEAKLEY,REPUBLICAN,False
AMQJXA0005Q5,Realm Connect,Active,,2018-03-15,,Sardis City,AL,35956-2208,Etowah,US,Baptist - SBC,Baptist,1076,Church,3,0,False,False,False,False,False,False,True,False,False,False,< 1479,< 256,True,AL,0,> 1200 days,AL ETOWAH,REPUBLICAN,False
AMQJXA0005QC,Realm Inform,Active,,2021-10-22,,Graham,TX,76450-4714,Young,US,Presbyterian - PCUSA,Presbyterian,256,Church,2,45,False,False,True,True,False,False,False,False,False,False,< 1479,< 256,True,TX,0,< 1 Yr,TX YOUNG,REPUBLICAN,False
AMQJXA0005QF,Realm Connect,Active,,2020-03-17,,Barnwell,SC,29812-1699,Barnwell,US,Baptist - SBC,Baptist,757,Church,7,83,False,False,False,True,False,False,True,False,False,False,< 1479,< 256,True,SC,0,Covid Purchase,SC BARNWELL,REPUBLICAN,True
AMQJXA0005QN,Realm Inform,Active,,2018-11-27,,Antioch,IL,60002-1487,Lake,US,Lutheran - ELCA,Lutheran,750,Church,2,2,False,False,False,False,False,False,False,False,False,False,< 1479,< 256,True,IL,0,> 1200 days,IL LAKE,DEMOCRAT,False
